Station,Year,Month,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
Khulna,1957,10,0,0,0,16,21,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3
Khulna,1957,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Khulna,1957,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M.court,1957,1,0,0,0,0,0,0,0,0,0,0,17,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M.court,1957,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,,,
M.court,1957,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
M.court,1957,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,11,0,0,0,
M.court,1957,5,0,0,0,3,7,20,138,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0
M.court,1957,6,15,20,0,3,1,43,28,20,0,13,3,23,16,25,23,20,51,15,0,0,0,46,117,14,2,10,70,46,18,53,
M.court,1957,7,10,46,10,119,15,0,0,8,28,13,15,31,21,10,0,0,11,11,0,38,27,***,***,***,***,***,***,0,0,0,0
M.court,1957,8,0,0,43,56,27,43,0,57,5,0,0,0,0,10,10,29,8,5,0,0,0,1,0,1,28,8,48,6,37,41,29
M.court,1957,9,0,0,43,45,0,24,0,0,0,0,0,0,0,0,0,0,0,0,28,24,3,0,0,31,22,41,13,29,27,0,
M.court,1957,10,0,0,0,0,0,31,33,33,0,0,0,0,0,0,0,0,0,1,0,17,0,0,0,0,0,0,0,0,0,0,0
M.court,1957,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,***,0,0,0,0,0,0,0,0,0,0,0,0,0,
M.court,1957,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mymensingh,1957,1,0,0,0,0,0,0,0,0,53,8,1,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
Mymensingh,1957,2,0,0,0,0,0,0,0,0,0,0,34,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Mymensingh,1957,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mymensingh,1957,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Mymensingh,1957,5,0,1,34,0,0,0,0,0,0,11,1,0,0,0,0,0,4,0,0,0,17,0,0,0,0,0,0,0,2,0,3
Mymensingh,1957,6,67,17,0,4,0,0,0,1,0,0,6,0,38,7,0,0,0,8,66,0,47,7,9,59,109,0,7,4,64,59,
Mymensingh,1957,7,97,13,0,6,0,0,0,0,7,23,8,***,0,0,0,0,16,29,1,3,16,0,18,17,0,0,0,0,0,0,0
Mymensingh,1957,8,6,9,0,0,44,48,25,3,0,0,2,38,32,7,0,0,0,3,0,0,0,0,5,4,17,0,0,5,0,23,11
Mymensingh,1957,9,7,7,0,0,0,27,8,0,0,24,6,0,0,6,0,0,23,31,0,0,0,6,0,0,4,178,7,0,0,0,
Mymensingh,1957,10,0,0,0,0,2,0,0,43,0,0,0,0,0,0,0,0,40,48,33,0,0,0,0,0,0,0,0,0,0,0,0
Mymensingh,1957,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Mymensingh,1957,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rangamati,1957,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rangamati,1957,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Rangamati,1957,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rangamati,1957,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Rangamati,1957,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rangamati,1957,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Rangamati,1957,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rangamati,1957,8,8,7,1,25,4,17,0,1,6,0,0,8,0,0,0,5,0,0,0,47,0,23,0,3,16,3,73,9,14,27,0
Rangamati,1957,9,25,0,10,15,0,0,0,15,0,0,0,8,0,0,90,5,0,0,0,47,0,23,0,3,16,3,73,9,12,0,
Rangamati,1957,10,0,0,22,80,14,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rangamati,1957,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Rangamati,1957,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rangpur,1957,1,***,***,***,***,***,***,***,*** *,**,0,***,***,***,***,***,***,***,***,***,0,***,***,***,***,***,***,***,***,***,0,***
Rangpur,1957,2,***,***,***,***,***,***,***,*** *,**,0,***,***,***,***,***,***,***,***,***,0,***,***,***,***,***,***,***,***,,,
Rangpur,1957,3,***,***,***,***,***,***,***,*** *,**,0,***,***,***,***,***,***,***,***,***,0,***,***,***,***,***,***,***,***,***,0,***
Rangpur,1957,4,***,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Rangpur,1957,5,0,0,71,19,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,14,0
Rangpur,1957,6,22,1,0,0,1,0,0,11,2,0,0,29,36,1,0,2,17,0,9,1,4,1,2,1,84,28,67,89,3,28,
Rangpur,1957,7,24,26,0,0,0,0,2,16,22,1,72,1,1,0,0,0,0,0,1,0,2,79,19,11,16,3,0,4,2,41,9
Rangpur,1957,8,0,0,0,17,52,34,17,9,0,11,21,12,1,0,27,21,0,0,0,0,0,0,1,0,20,0,0,1,1,0,4
Rangpur,1957,9,7,0,0,0,14,1,3,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,
Rangpur,1957,10,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Rangpur,1957,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Rangpur,1957,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Satkhira,1957,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Satkhira,1957,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Satkhira,1957,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Satkhira,1957,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,***,0,0,0,0,0,0,0,0,0,
Satkhira,1957,5,0,0,0,11,48,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Satkhira,1957,6,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,34,76,
Satkhira,1957,7,0,0,10,2,0,0,0,0,0,7,9,2,2,7,0,0,24,0,51,0,18,51,18,20,0,0,0,0,0,0,0
Satkhira,1957,8,0,0,0,0,0,25,23,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,7,7,13,0,9,4,0,3,0
Satkhira,1957,9,0,24,0,0,19,0,32,0,0,0,34,45,0,0,0,0,0,0,0,16,16,6,10,2,23,16,0,0,0,0,
Satkhira,1957,10,0,0,0,55,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0
Satkhira,1957,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Satkhira,1957,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Srimangal,1957,1,0,0,0,0,0,0,0,0,0,0,28,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Srimangal,1957,2,1,0,0,0,0,0,0,0,0,1,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,,,
Srimangal,1957,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Srimangal,1957,4,0,0,0,0,0,0,0,1,0,0,0,0,0,17,2,1,0,0,0,0,0,87,1,9,70,0,0,0,0,14,
Srimangal,1957,5,0,2,25,6,1,21,5,0,51,73,0,10,0,0,0,0,0,0,4,27,71,1,0,0,0,0,0,22,0,46,1
Srimangal,1957,6,32,1,0,8,8,12,64,21,13,20,0,0,3,107,0,1,8,50,63,3,23,74,18,22,1,0,2,15,24,18,
Srimangal,1957,7,33,3,6,1,2,0,3,4,16,39,18,17,36,33,0,5,2,13,1,1,0,9,4,2,1,22,0,0,0,2,4
Srimangal,1957,8,15,9,11,17,8,11,7,1,3,26,9,3,4,29,18,7,2,10,0,0,0,0,16,89,23,3,1,2,2,1,32
Srimangal,1957,9,15,11,1,1,81,5,33,3,0,13,27,22,1,0,0,0,2,3,15,0,0,0,1,9,0,41,4,0,1,0,
Srimangal,1957,10,0,0,0,1,5,12,7,21,21,0,0,0,0,0,0,0,2,0,21,0,0,0,0,0,0,0,0,0,0,0,0
Srimangal,1957,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Srimangal,1957,12,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sylhet,1957,1,0,0,0,0,0,0,0,0,0,12,27,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Sylhet,1957,2,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Sylhet,1957,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Sylhet,1957,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,7,8,3,46,3,1,19,0,0,5,
Sylhet,1957,5,0,2,18,26,23,271,68,31,9,13,3,21,15,15,0,8,0,12,40,50,1,8,0,0,0,0,64,78,55,62,0
Sylhet,1957,6,11,1,0,61,0,11,23,4,55,0,0,31,0,27,0,47,22,4,98,4,33,9,14,38,34,24,7,5,28,34,
Sylhet,1957,7,41,3,1,7,30,8,1,2,39,63,20,20,42,1,9,10,28,18,4,14,15,9,32,19,1,6,0,0,2,2,0
Sylhet,1957,8,0,71,14,33,97,25,10,1,29,15,0,2,0,31,89,1,7,56,0,0,0,0,0,9,2,25,1,6,0,0,0
Sylhet,1957,9,2,11,2,30,9,12,9,6,0,59,6,0,21,0,0,0,19,54,1,0,0,0,11,11,6,39,4,3,0,0,
Sylhet,1957,10,0,0,5,0,63,24,4,17,0,0,0,1,0,0,0,0,2,0,13,0,0,0,0,0,0,***,0,0,0,0,0
Sylhet,1957,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Sylhet,1957,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barisal,1958,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barisal,1958,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,1,0,0,1,0,0,0,,,
Barisal,1958,3,***,***,***,***,***,***,***,*** *,**,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
Barisal,1958,4,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,26,34,
Barisal,1958,5,0,0,0,0,0,27,19,13,5,0,27,53,0,0,0,0,0,82,62,0,0,0,0,0,0,0,0,0,1,0,0
Barisal,1958,6,0,0,0,0,0,0,13,0,0,8,0,1,5,0,0,0,17,1,19,4,1,3,5,31,41,0,0,0,0,22,
Barisal,1958,7,1,0,0,0,0,0,1,6,8,20,21,10,7,3,5,21,14,3,7,3,2,11,24,108,15,10,47,4,33,30,0
Barisal,1958,8,5,1,25,0,87,3,4,6,18,5,1,0,3,0,5,31,29,5,8,5,0,0,0,0,0,1,2,4,5,15,0
Barisal,1958,9,0,0,0,0,0,0,0,0,19,0,0,48,30,46,17,28,10,22,0,0,2,8,13,0,0,7,9,3,59,0,
Barisal,1958,10,0,0,0,0,0,0,6,0,0,0,5,1,1,2,0,0,0,0,0,15,0,9,9,160,0,0,0,0,0,0,0
Barisal,1958,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Barisal,1958,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bogra,1958,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Bogra,1958,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,0,0,0,5,0,0,0,,,
Bogra,1958,3,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bogra,1958,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,3,0,0,0,0,7,27,0,
Bogra,1958,5,0,0,0,4,8,1,0,50,20,11,4,1,18,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bogra,1958,6,0,0,0,0,0,4,9,0,26,0,0,0,0,0,0,0,2,0,0,1,46,0,1,15,1,8,42,3,3,0,
Bogra,1958,7,0,0,0,0,0,0,0,0,0,9,10,0,4,0,0,7,0,0,2,3,1,0,3,193,59,1,0,0,0,0,80
Bogra,1958,8,1,48,3,85,53,3,2,20,6,40,52,16,17,5,0,1,0,9,3,12,28,6,0,18,0,11,1,0,0,2,0
Bogra,1958,9,0,4,0,0,111,14,63,0,1,0,16,0,3,0,25,35,5,0,15,0,0,0,0,0,0,0,0,11,0,0,
Bogra,1958,10,0,3,0,0,0,0,0,0,0,1,42,7,24,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0
Bogra,1958,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,
Bogra,1958,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chittagong,1958,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
Chittagong,1958,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,,,
Chittagong,1958,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chittagong,1958,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,36,0,0,0,0,0,0,1,
Chittagong,1958,5,0,0,0,0,13,0,8,0,2,1,74,4,0,0,0,0,0,36,20,0,0,0,0,0,0,0,0,0,0,0,0
Chittagong,1958,6,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,2,128,59,0,14,0,7,6,1,3,1,0,2,0,
Chittagong,1958,7,0,0,0,0,0,0,0,2,6,14,7,2,0,0,11,11,7,0,1,2,1,6,14,29,63,33,20,36,0,0,0
Chittagong,1958,8,39,41,21,2,95,11,9,15,2,3,66,1,87,0,31,1,0,2,1,0,0,0,10,7,0,0,0,0,2,3,6
Chittagong,1958,9,0,41,0,21,0,1,0,19,30,16,1,6,3,1,35,65,31,63,14,0,0,14,0,2,1,112,5,22,0,0,
Chittagong,1958,10,0,0,2,0,0,0,0,0,0,0,4,17,41,24,1,0,1,8,1,1,0,0,3,49,1,0,0,0,0,0,0
Chittagong,1958,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Chittagong,1958,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comilla,1958,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Comilla,1958,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,89,0,0,0,0,0,0,,,
Comilla,1958,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,38,1
Comilla,1958,4,22,3,0,4,0,0,0,0,2,18,0,0,0,0,0,0,0,0,14,1,0,1,32,0,0,0,0,1,0,20,
Comilla,1958,5,0,0,0,8,0,32,33,11,33,0,36,5,0,0,0,0,0,7,75,0,0,0,0,0,0,0,0,0,0,0,0
Comilla,1958,6,0,0,0,0,0,0,0,0,0,1,0,22,0,1,0,0,0,0,18,31,0,31,0,7,30,31,27,10,5,19,
Comilla,1958,7,0,0,0,6,0,0,0,7,1,5,11,1,3,7,11,3,7,12,0,1,3,9,12,22,9,1,2,51,0,9,58
Comilla,1958,8,27,41,442,37,51,12,11,13,21,1,26,0,0,3,17,0,0,0,8,22,7,0,0,1,4,15,3,3,0,3,3
Comilla,1958,9,0,0,9,1,0,0,0,44,4,5,5,1,0,0,2,50,8,0,9,0,4,47,0,0,0,0,49,0,0,1,
Comilla,1958,10,0,0,0,1,0,0,33,0,0,47,2,56,22,80,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,0,0
Comilla,1958,11,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Comilla,1958,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cox's Bazar,1958,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cox's Bazar,1958,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,,,
Cox's Bazar,1958,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cox's Bazar,1958,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,
Cox's Bazar,1958,5,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,24,50,0,0,0,0,0,0,0,0,0,0,0,0
Cox's Bazar,1958,6,0,0,0,0,0,0,0,3,0,2,0,1,0,0,0,0,8,45,163,12,60,15,7,30,5,1,13,12,1,1,
Cox's Bazar,1958,7,0,0,0,1,1,0,4,1,77,69,102,39,16,0,12,12,44,3,0,32,4,58,74,23,20,38,115,21,3,6,56
Cox's Bazar,1958,8,94,39,36,6,11,5,1,37,62,16,19,3,19,2,57,45,6,1,1,0,0,0,29,11,0,2,0,1,1,0,0
Cox's Bazar,1958,9,18,45,1,9,0,0,7,6,0,2,0,14,9,5,44,1,22,82,54,6,5,0,2,7,9,0,27,35,0,11,
Cox's Bazar,1958,10,0,0,0,0,0,0,0,0,0,10,0,0,10,2,0,0,9,0,4,0,0,1,34,72,9,0,0,***,0,2,0
Cox's Bazar,1958,11,0,0,0,0,0,0,3,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cox's Bazar,1958,12,0,0,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dhaka,1958,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dhaka,1958,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,44,12,0,0,0,27,0,0,0,,,
Dhaka,1958,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Dhaka,1958,4,8,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,6,***,0,0,23,0,0,0,0,0,12,10,
Dhaka,1958,5,0,0,0,18,0,54,16,31,0,1,23,17,0,0,0,0,0,8,26,0,0,0,0,0,0,0,0,0,6,0,0
Dhaka,1958,6,2,0,1,0,0,0,18,3,1,0,0,6,0,0,26,0,2,4,0,20,2,44,0,1,14,12,0,2,0,3,
Dhaka,1958,7,5,1,3,0,0,0,4,45,2,8,9,8,3,2,0,6,4,0,0,3,1,2,0,58,3,1,0,2,6,6,2
Dhaka,1958,8,1,5,6,0,137,3,0,0,30,6,1,19,0,4,5,3,3,7,7,0,0,0,0,5,0,0,3,11,5,4,2
Dhaka,1958,9,2,10,0,0,0,1,1,26,2,0,1,0,0,1,2,0,0,0,5,0,16,1,0,0,0,0,6,1,16,0,
Dhaka,1958,10,0,0,6,0,0,0,0,0,21,10,7,0,27,75,0,0,0,0,0,19,26,0,0,0,0,0,0,0,0,0,0
Dhaka,1958,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Dhaka,1958,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dinajpur,1958,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dinajpur,1958,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Dinajpur,1958,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dinajpur,1958,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,18,
Dinajpur,1958,5,0,0,0,0,0,14,0,23,19,12,0,0,0,0,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dinajpur,1958,6,0,0,0,0,0,36,38,0,0,0,0,0,0,6,0,3,0,0,45,0,0,34,0,25,2,31,94,32,0,0,
Dinajpur,1958,7,0,0,0,10,0,0,0,0,0,7,3,0,0,3,0,25,0,2,8,0,0,26,36,20,36,20,0,0,0,0,11
Dinajpur,1958,8,19,13,28,26,8,19,3,11,9,29,18,9,63,36,7,0,0,52,63,14,21,32,9,0,0,0,0,0,0,0,***
Dinajpur,1958,9,3,0,0,0,6,11,0,0,0,24,27,0,0,10,34,34,44,10,0,0,0,0,0,0,0,0,0,0,0,0,
Dinajpur,1958,10,0,0,6,0,0,0,0,0,0,0,44,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dinajpur,1958,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Dinajpur,1958,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Faridpur,1958,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Faridpur,1958,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,10,17,0,0,1,0,0,0,,,
Faridpur,1958,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
Faridpur,1958,4,15,0,0,0,0,0,0,0,34,0,0,0,14,0,0,0,0,0,4,24,0,24,39,0,0,0,0,3,25,14,
Faridpur,1958,5,0,0,0,7,1,26,54,9,23,0,3,15,0,0,0,0,0,8,10,0,0,0,24,0,0,0,0,0,12,0,2
Faridpur,1958,6,0,9,0,0,19,0,0,2,0,0,0,0,0,0,0,0,0,3,0,7,0,16,0,11,34,1,0,1,0,16,
Faridpur,1958,7,3,0,0,0,0,0,0,1,0,24,14,1,1,4,5,3,19,5,0,1,8,11,14,37,3,1,2,5,0,0,0
Faridpur,1958,8,0,4,16,38,16,6,3,23,4,20,1,2,5,2,0,0,8,34,5,2,0,0,0,11,1,2,12,5,0,0,6
Faridpur,1958,9,1,9,0,0,0,1,2,2,10,0,0,0,7,13,2,0,2,0,19,0,10,5,1,0,0,0,4,1,2,1,
Faridpur,1958,10,3,1,2,4,1,0,0,0,73,1,73,17,130,43,0,0,0,1,0,0,13,0,0,2,0,0,0,0,0,0,0
Faridpur,1958,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Faridpur,1958,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jessore,1958,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
Jessore,1958,2,0,0,0,0,0,0,0,0,0,0,0,0,***,0,3,0,0,0,0,0,20,2,0,0,0,0,0,0,,,
Jessore,1958,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jessore,1958,4,14,3,0,0,0,0,0,0,0,33,0,0,0,0,6,0,0,0,0,0,0,0,16,0,0,0,0,1,1,23,
Jessore,1958,5,0,0,0,11,1,7,55,12,0,9,9,0,0,0,0,0,0,11,1,0,6,0,0,0,0,0,0,0,30,2,4
Jessore,1958,6,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,21,0,0,3,4,6,2,5,11,0,2,
Jessore,1958,7,0,0,1,0,0,0,0,5,5,23,14,10,0,0,0,3,3,1,18,2,6,8,2,10,23,2,28,33,63,7,17
Jessore,1958,8,0,9,0,11,65,11,3,7,4,2,0,0,1,0,1,0,0,6,0,3,27,0,0,4,4,0,8,0,0,10,1
Jessore,1958,9,1,0,0,0,0,0,0,3,4,0,0,0,0,25,5,0,15,2,11,0,1,18,0,0,0,0,0,0,0,0,
