Year,Station,Month,Rainfall,StationIndex
1979,Faridpur,5,14,11
1979,Faridpur,6,467,11
1979,Faridpur,7,296,11
1979,Faridpur,8,377,11
1979,Faridpur,9,278,11
1979,Faridpur,10,181,11
1979,Faridpur,11,36,11
1979,Faridpur,12,37,11
1979,Feni,1,0,12
1979,Feni,2,7,12
1979,Feni,3,64,12
1979,Feni,4,17,12
1979,Feni,5,153,12
1979,Feni,6,653,12
1979,Feni,7,0,12
1979,Feni,8,0,12
1979,Feni,9,0,12
1979,Feni,10,0,12
1979,Feni,11,54,12
1979,Feni,12,16,12
1979,Hatiya,1,0,13
1979,Hatiya,2,15,13
1979,Hatiya,3,1,13
1979,Hatiya,4,17,13
1979,Hatiya,5,94,13
1979,Hatiya,6,634,13
1979,Hatiya,7,718,13
1979,Hatiya,8,1115,13
1979,Hatiya,9,580,13
1979,Hatiya,10,165,13
1979,Hatiya,11,9,13
1979,Hatiya,12,32,13
1979,Ishurdi,1,24,14
1979,Ishurdi,2,25,14
1979,Ishurdi,3,5,14
1979,Ishurdi,4,18,14
1979,Ishurdi,5,4,14
1979,Ishurdi,6,373,14
1979,Ishurdi,7,432,14
1979,Ishurdi,8,463,14
1979,Ishurdi,9,163,14
1979,Ishurdi,10,6,14
1979,Ishurdi,11,33,14
1979,Ishurdi,12,10,14
1979,Jessore,1,45,15
1979,Jessore,2,36,15
1979,Jessore,3,6,15
1979,Jessore,4,18,15
1979,Jessore,5,17,15
1979,Jessore,6,203,15
1979,Jessore,7,359,15
1979,Jessore,8,394,15
1979,Jessore,9,402,15
1979,Jessore,10,119,15
1979,Jessore,11,14,15
1979,Jessore,12,38,15
1979,Khepupara,1,8,16
1979,Khepupara,2,2,16
1979,Khepupara,3,56,16
1979,Khepupara,4,9,16
1979,Khepupara,5,59,16
1979,Khepupara,6,832,16
1979,Khepupara,7,395,16
1979,Khepupara,8,740,16
1979,Khepupara,9,545,16
1979,Khepupara,10,0,16
1979,Khepupara,11,0,16
1979,Khepupara,12,0,16
1979,Khulna,1,12,17
1979,Khulna,2,26,17
1979,Khulna,3,1,17
1979,Khulna,4,12,17
1979,Khulna,5,97,17
1979,Khulna,6,356,17
1979,Khulna,7,533,17
1979,Khulna,8,633,17
1979,Khulna,9,239,17
1979,Khulna,10,93,17
1979,Khulna,11,0,17
1979,Khulna,12,31,17
1979,M.court,1,3,19
1979,M.court,2,5,19
1979,M.court,3,65,19
1979,M.court,4,50,19
1979,M.court,5,79,19
1979,M.court,6,540,19
1979,M.court,7,639,19
1979,M.court,8,525,19
1979,M.court,9,340,19
1979,M.court,10,8,19
1979,M.court,11,60,19
1979,M.court,12,26,19
1979,Mymensingh,1,0,22
1979,Mymensingh,2,2,22
1979,Mymensingh,3,6,22
1979,Mymensingh,4,45,22
1979,Mymensingh,5,195,22
1979,Mymensingh,6,184,22
1979,Mymensingh,7,220,22
1979,Mymensingh,8,125,22
1979,Mymensingh,9,100,22
1979,Mymensingh,10,52,22
1979,Mymensingh,11,18,22
1979,Mymensingh,12,11,22
1979,Patuakhali,1,1,23
1979,Patuakhali,2,2,23
1979,Patuakhali,3,0,23
1979,Patuakhali,4,0,23
1979,Patuakhali,5,0,23
1979,Patuakhali,6,395,23
1979,Patuakhali,7,378,23
1979,Patuakhali,8,682,23
1979,Patuakhali,9,480,23
1979,Patuakhali,10,57,23
1979,Patuakhali,11,40,23
1979,Patuakhali,12,51,23
1979,Rajshahi,1,45,24
1979,Rajshahi,2,17,24
1979,Rajshahi,3,2,24
1979,Rajshahi,4,35,24
1979,Rajshahi,5,13,24
1979,Rajshahi,6,46,24
1979,Rajshahi,7,492,24
1979,Rajshahi,8,275,24
1979,Rajshahi,9,379,24
1979,Rajshahi,10,188,24
1979,Rajshahi,11,28,24
1979,Rajshahi,12,28,24
1979,Rangamati,1,0,25
1979,Rangamati,2,2,25
1979,Rangamati,3,0,25
1979,Rangamati,4,61,25
1979,Rangamati,5,172,25
1979,Rangamati,6,519,25
1979,Rangamati,7,710,25
1979,Rangamati,8,605,25
1979,Rangamati,9,355,25
1979,Rangamati,10,63,25
1979,Rangamati,11,81,25
1979,Rangamati,12,36,25
1979,Rangpur,1,1,26
1979,Rangpur,2,15,26
1979,Rangpur,3,4,26
1979,Rangpur,4,36,26
1979,Rangpur,5,137,26
1979,Rangpur,6,291,26
1979,Rangpur,7,677,26
1979,Rangpur,8,510,26
1979,Rangpur,9,202,26
1979,Rangpur,10,132,26
1979,Rangpur,11,0,26
1979,Rangpur,12,43,26
1979,Sandwip,1,4,27
1979,Sandwip,2,7,27
1979,Sandwip,3,2,27
1979,Sandwip,4,47,27
1979,Sandwip,5,62,27
1979,Sandwip,6,700,27
1979,Sandwip,7,670,27
1979,Sandwip,8,618,27
1979,Sandwip,9,388,27
1979,Sandwip,10,54,27
1979,Sandwip,11,5,27
1979,Sandwip,12,51,27
1979,Satkhira,1,48,28
1979,Satkhira,2,0,28
1979,Satkhira,3,14,28
1979,Satkhira,4,10,28
1979,Satkhira,5,47,28
1979,Satkhira,6,251,28
1979,Satkhira,7,295,28
1979,Satkhira,8,319,28
1979,Satkhira,9,90,28
1979,Satkhira,10,69,28
1979,Satkhira,11,0,28
1979,Satkhira,12,31,28
1979,Sitakunda,1,0,29
1979,Sitakunda,2,0,29
1979,Sitakunda,3,0,29
1979,Sitakunda,4,3,29
1979,Sitakunda,5,46,29
1979,Sitakunda,6,170,29
1979,Sitakunda,7,94,29
1979,Sitakunda,8,191,29
1979,Sitakunda,9,84,29
1979,Sitakunda,10,15,29
1979,Sitakunda,11,7,29
1979,Sitakunda,12,12,29
1979,Srimangal,1,2,30
1979,Srimangal,2,7,30
1979,Srimangal,3,24,30
1979,Srimangal,4,135,30
1979,Srimangal,5,279,30
1979,Srimangal,6,419,30
1979,Srimangal,7,451,30
1979,Srimangal,8,282,30
1979,Srimangal,9,270,30
1979,Srimangal,10,39,30
1979,Srimangal,11,19,30
1979,Srimangal,12,66,30
1979,Sylhet,1,0,31
1979,Sylhet,2,7,31
1979,Sylhet,3,58,31
1979,Sylhet,4,119,31
1979,Sylhet,5,356,31
1979,Sylhet,6,929,31
1979,Sylhet,7,1322,31
1979,Sylhet,8,288,31
1979,Sylhet,9,587,31
1979,Sylhet,10,249,31
1979,Sylhet,11,6,31
1979,Sylhet,12,33,31
1979,Teknaf,1,0,33
1979,Teknaf,2,6,33
1979,Teknaf,3,0,33
1979,Teknaf,4,7,33
1979,Teknaf,5,28,33
1979,Teknaf,6,199,33
1979,Teknaf,7,472,33
1979,Teknaf,8,459,33
1979,Teknaf,9,137,33
1979,Teknaf,10,50,33
1979,Teknaf,11,0,33
1979,Teknaf,12,11,33
1980,Barisal,1,0,2
1980,Barisal,2,55,2
1980,Barisal,3,47,2
1980,Barisal,4,13,2
1980,Barisal,5,235,2
1980,Barisal,6,272,2
1980,Barisal,7,526,2
1980,Barisal,8,297,2
1980,Barisal,9,192,2
1980,Barisal,10,282,2
1980,Barisal,11,0,2
1980,Barisal,12,0,2
1980,Bhola,1,0,3
1980,Bhola,2,144,3
1980,Bhola,3,144,3
1980,Bhola,4,42,3
1980,Bhola,5,749,3
1980,Bhola,6,435,3
1980,Bhola,7,678,3
1980,Bhola,8,308,3
1980,Bhola,9,180,3
1980,Bhola,10,322,3
1980,Bhola,11,0,3
1980,Bhola,12,0,3
1980,Bogra,1,9,4
1980,Bogra,2,3,4
1980,Bogra,3,15,4
1980,Bogra,4,69,4
1980,Bogra,5,263,4
1980,Bogra,6,326,4
1980,Bogra,7,410,4
1980,Bogra,8,237,4
1980,Bogra,9,195,4
1980,Bogra,10,89,4
1980,Bogra,11,0,4
1980,Bogra,12,0,4
1980,Chittagong,1,0,6
1980,Chittagong,2,28,6
1980,Chittagong,3,52,6
1980,Chittagong,4,46,6
1980,Chittagong,5,456,6
1980,Chittagong,6,517,6
1980,Chittagong,7,627,6
1980,Chittagong,8,702,6
1980,Chittagong,9,229,6
1980,Chittagong,10,275,6
1980,Chittagong,11,0,6
1980,Chittagong,12,0,6
1980,Comilla,1,0,7
1980,Comilla,2,41,7
1980,Comilla,3,50,7
1980,Comilla,4,82,7
1980,Comilla,5,429,7
1980,Comilla,6,195,7
1980,Comilla,7,472,7
1980,Comilla,8,428,7
1980,Comilla,9,219,7
1980,Comilla,10,175,7
1980,Comilla,11,0,7
1980,Comilla,12,2,7
1980,CoxsBazar,1,0,8
1980,CoxsBazar,2,2,8
1980,CoxsBazar,3,27,8
1980,CoxsBazar,4,0,8
1980,CoxsBazar,5,117,8
1980,CoxsBazar,6,258,8
1980,CoxsBazar,7,185,8
1980,CoxsBazar,8,267,8
1980,CoxsBazar,9,0,8
1980,CoxsBazar,10,0,8
1980,CoxsBazar,11,0,8
1980,CoxsBazar,12,0,8
1980,Dhaka,1,3,9
1980,Dhaka,2,32,9
1980,Dhaka,3,54,9
1980,Dhaka,4,147,9
1980,Dhaka,5,414,9
1980,Dhaka,6,323,9
1980,Dhaka,7,380,9
1980,Dhaka,8,269,9
1980,Dhaka,9,296,9
1980,Dhaka,10,300,9
1980,Dhaka,11,0,9
1980,Dhaka,12,0,9
1980,Faridpur,1,3,11
1980,Faridpur,2,99,11
1980,Faridpur,3,54,11
1980,Faridpur,4,98,11
1980,Faridpur,5,397,11
1980,Faridpur,6,341,11
1980,Faridpur,7,312,11
1980,Faridpur,8,243,11
1980,Faridpur,9,213,11
1980,Faridpur,10,290,11
1980,Faridpur,11,22,11
1980,Faridpur,12,0,11
1980,Feni,1,12,12
1980,Feni,2,41,12
1980,Feni,3,66,12
1980,Feni,4,74,12
1980,Feni,5,515,12
1980,Feni,6,115,12
1980,Feni,7,137,12
1980,Feni,8,219,12
1980,Feni,9,32,12
1980,Feni,10,307,12
1980,Feni,11,3,12
1980,Feni,12,0,12
1980,Hatiya,1,0,13
1980,Hatiya,2,13,13
1980,Hatiya,3,141,13
1980,Hatiya,4,22,13
1980,Hatiya,5,299,13
1980,Hatiya,6,385,13
1980,Hatiya,7,885,13
1980,Hatiya,8,724,13
1980,Hatiya,9,302,13
1980,Hatiya,10,387,13
1980,Hatiya,11,0,13
1980,Hatiya,12,0,13
1980,Ishurdi,1,13,14
1980,Ishurdi,2,6,14
1980,Ishurdi,3,6,14
1980,Ishurdi,4,0,14
1980,Ishurdi,5,381,14
1980,Ishurdi,6,269,14
1980,Ishurdi,7,206,14
1980,Ishurdi,8,101,14
1980,Ishurdi,9,248,14
1980,Ishurdi,10,210,14
1980,Ishurdi,11,0,14
1980,Ishurdi,12,0,14
1980,Jessore,1,8,15
1980,Jessore,2,60,15
1980,Jessore,3,57,15
1980,Jessore,4,4,15
1980,Jessore,5,193,15
1980,Jessore,6,214,15
1980,Jessore,7,309,15
1980,Jessore,8,309,15
1980,Jessore,9,85,15
1980,Jessore,10,119,15
1980,Jessore,11,0,15
1980,Jessore,12,0,15
1980,Khepupara,1,0,16
1980,Khepupara,2,17,16
1980,Khepupara,3,47,16
1980,Khepupara,4,21,16
1980,Khepupara,5,272,16
1980,Khepupara,6,502,16
1980,Khepupara,7,560,16
1980,Khepupara,8,649,16
1980,Khepupara,9,232,16
1980,Khepupara,10,308,16
1980,Khepupara,11,0,16
1980,Khepupara,12,0,16
1980,Khulna,1,0,17
1980,Khulna,2,101,17
1980,Khulna,3,151,17
1980,Khulna,4,23,17
1980,Khulna,5,222,17
1980,Khulna,6,348,17
1980,Khulna,7,300,17
1980,Khulna,8,421,17
1980,Khulna,9,137,17
1980,Khulna,10,126,17
1980,Khulna,11,0,17
1980,Khulna,12,1,17
1980,M.court,1,0,19
1980,M.court,2,61,19
1980,M.court,3,71,19
1980,M.court,4,45,19
1980,M.court,5,554,19
1980,M.court,6,267,19
1980,M.court,7,784,19
1980,M.court,8,376,19
1980,M.court,9,273,19
1980,M.court,10,186,19
1980,M.court,11,1,19
1980,M.court,12,2,19
1980,Madaripur,1,0,20
1980,Madaripur,2,32,20
1980,Madaripur,3,87,20
1980,Madaripur,4,54,20
1980,Madaripur,5,247,20
1980,Madaripur,6,231,20
1980,Madaripur,7,381,20
1980,Madaripur,8,291,20
1980,Madaripur,9,303,20
1980,Madaripur,10,266,20
1980,Madaripur,11,0,20
1980,Madaripur,12,0,20
1980,Mymensingh,1,2,22
1980,Mymensingh,2,11,22
1980,Mymensingh,3,16,22
1980,Mymensingh,4,84,22
1980,Mymensingh,5,723,22
1980,Mymensingh,6,289,22
1980,Mymensingh,7,309,22
1980,Mymensingh,8,464,22
1980,Mymensingh,9,214,22
1980,Mymensingh,10,209,22
1980,Mymensingh,11,0,22
1980,Mymensingh,12,0,22
1980,Rajshahi,1,29,24
1980,Rajshahi,2,12,24
1980,Rajshahi,3,69,24
1980,Rajshahi,4,0,24
1980,Rajshahi,5,156,24
1980,Rajshahi,6,349,24
1980,Rajshahi,7,281,24
1980,Rajshahi,8,316,24
1980,Rajshahi,9,215,24
1980,Rajshahi,10,149,24
1980,Rajshahi,11,0,24
1980,Rajshahi,12,0,24
1980,Rangamati,1,10,25
1980,Rangamati,2,76,25
1980,Rangamati,3,90,25
1980,Rangamati,4,41,25
1980,Rangamati,5,628,25
1980,Rangamati,6,435,25
1980,Rangamati,7,997,25
1980,Rangamati,8,448,25
1980,Rangamati,9,249,25
1980,Rangamati,10,279,25
1980,Rangamati,11,0,25
1980,Rangamati,12,0,25
1980,Rangpur,1,3,26
1980,Rangpur,2,14,26
1980,Rangpur,3,22,26
1980,Rangpur,4,38,26
1980,Rangpur,5,354,26
1980,Rangpur,6,426,26
1980,Rangpur,7,276,26
1980,Rangpur,8,579,26
1980,Rangpur,9,340,26
1980,Rangpur,10,68,26
1980,Rangpur,11,0,26
1980,Rangpur,12,0,26
1980,Sandwip,1,0,27
1980,Sandwip,2,48,27
1980,Sandwip,3,74,27
1980,Sandwip,4,46,27
1980,Sandwip,5,784,27
1980,Sandwip,6,233,27
1980,Sandwip,7,1555,27
1980,Sandwip,8,682,27
1980,Sandwip,9,288,27
1980,Sandwip,10,290,27
1980,Sandwip,11,0,27
1980,Sandwip,12,0,27
1980,Satkhira,1,3,28
1980,Satkhira,2,166,28
1980,Satkhira,3,74,28
1980,Satkhira,4,11,28
1980,Satkhira,5,99,28
1980,Satkhira,6,192,28
1980,Satkhira,7,0,28
1980,Satkhira,8,209,28
1980,Satkhira,9,104,28
1980,Satkhira,10,110,28
1980,Satkhira,11,0,28
1980,Satkhira,12,0,28
1980,Sitakunda,1,0,29
1980,Sitakunda,2,25,29
1980,Sitakunda,3,13,29
1980,Sitakunda,4,4,29
1980,Sitakunda,5,111,29
1980,Sitakunda,6,48,29
1980,Sitakunda,7,126,29
1980,Sitakunda,8,137,29
1980,Sitakunda,9,48,29
1980,Sitakunda,10,88,29
1980,Sitakunda,11,0,29
1980,Sitakunda,12,0,29
1980,Srimangal,1,0,30
1980,Srimangal,2,4,30
1980,Srimangal,3,53,30
1980,Srimangal,4,113,30
1980,Srimangal,5,631,30
1980,Srimangal,6,362,30
1980,Srimangal,7,294,30
1980,Srimangal,8,190,30
1980,Srimangal,9,322,30
1980,Srimangal,10,213,30
1980,Srimangal,11,0,30
1980,Srimangal,12,0,30
1980,Sylhet,1,0,31
1980,Sylhet,2,33,31
1980,Sylhet,3,114,31
1980,Sylhet,4,519,31
1980,Sylhet,5,758,31
1980,Sylhet,6,457,31
1980,Sylhet,7,449,31
1980,Sylhet,8,307,31
1980,Sylhet,9,154,31
1980,Sylhet,10,489,31
1980,Sylhet,11,0,31
1980,Sylhet,12,0,31
1980,Teknaf,1,0,33
1980,Teknaf,2,0,33
1980,Teknaf,3,5,33
1980,Teknaf,4,0,33
1980,Teknaf,5,99,33
1980,Teknaf,6,351,33
1980,Teknaf,7,296,33
1980,Teknaf,8,358,33
1980,Teknaf,9,75,33
1980,Teknaf,10,137,33
1980,Teknaf,11,0,33
1980,Teknaf,12,0,33
1981,Barisal,1,24,2
1981,Barisal,2,43,2
1981,Barisal,3,115,2
1981,Barisal,4,412,2
1981,Barisal,5,280,2
1981,Barisal,6,433,2
1981,Barisal,7,521,2
1981,Barisal,8,217,2
1981,Barisal,9,173,2
1981,Barisal,10,71,2
1981,Barisal,11,0,2
1981,Barisal,12,33,2
1981,Bhola,1,51,3
1981,Bhola,2,16,3
1981,Bhola,3,119,3
1981,Bhola,4,415,3
1981,Bhola,5,258,3
1981,Bhola,6,556,3
1981,Bhola,7,561,3
1981,Bhola,8,378,3
1981,Bhola,9,265,3
1981,Bhola,10,4,3
1981,Bhola,11,0,3
1981,Bhola,12,26,3
1981,Bogra,1,32,4
1981,Bogra,2,20,4
1981,Bogra,3,25,4
1981,Bogra,4,189,4
1981,Bogra,5,240,4
1981,Bogra,6,193,4
1981,Bogra,7,379,4
1981,Bogra,8,278,4
1981,Bogra,9,301,4
1981,Bogra,10,0,4
1981,Bogra,11,0,4
1981,Bogra,12,82,4
1981,Chandpur,1,8,5
1981,Chandpur,2,6,5
1981,Chandpur,3,20,5
1981,Chandpur,4,893,5
1981,Chandpur,5,599,5
1981,Chandpur,6,403,5
1981,Chandpur,7,436,5
1981,Chandpur,8,235,5
1981,Chandpur,9,147,5
1981,Chandpur,10,14,5
1981,Chandpur,11,0,5
1981,Chandpur,12,40,5
1981,Chittagong,1,15,6
1981,Chittagong,2,2,6
1981,Chittagong,3,129,6
1981,Chittagong,4,279,6
1981,Chittagong,5,341,6
1981,Chittagong,6,364,6
1981,Chittagong,7,825,6
1981,Chittagong,8,343,6
1981,Chittagong,9,150,6
1981,Chittagong,10,20,6
1981,Chittagong,11,1,6
1981,Chittagong,12,0,6
1981,Comilla,1,16,7
1981,Comilla,2,13,7
1981,Comilla,3,101,7
1981,Comilla,4,470,7
1981,Comilla,5,383,7
1981,Comilla,6,315,7
1981,Comilla,7,511,7
1981,Comilla,8,250,7
1981,Comilla,9,112,7
1981,Comilla,10,0,7
1981,Comilla,11,0,7
1981,Comilla,12,27,7
1981,CoxsBazar,1,31,8
1981,CoxsBazar,2,0,8
1981,CoxsBazar,3,40,8
1981,CoxsBazar,4,219,8
1981,CoxsBazar,5,240,8
1981,CoxsBazar,6,705,8
1981,CoxsBazar,7,839,8
1981,CoxsBazar,8,445,8
1981,CoxsBazar,9,438,8
1981,CoxsBazar,10,61,8
1981,CoxsBazar,11,5,8
1981,CoxsBazar,12,29,8
1981,Dhaka,1,10,9
1981,Dhaka,2,42,9
1981,Dhaka,3,109,9
1981,Dhaka,4,274,9
1981,Dhaka,5,272,9
1981,Dhaka,6,168,9
1981,Dhaka,7,356,9
1981,Dhaka,8,188,9
1981,Dhaka,9,320,9
1981,Dhaka,10,82,9
1981,Dhaka,11,9,9
1981,Dhaka,12,35,9
1981,Dinajpur,1,27,10
1981,Dinajpur,2,47,10
1981,Dinajpur,3,0,10
1981,Dinajpur,4,78,10
1981,Dinajpur,5,595,10
1981,Dinajpur,6,103,10
1981,Dinajpur,7,715,10
1981,Dinajpur,8,289,10
1981,Dinajpur,9,214,10
1981,Dinajpur,10,0,10
1981,Dinajpur,11,5,10
1981,Dinajpur,12,44,10
1981,Faridpur,1,10,11
1981,Faridpur,2,58,11
1981,Faridpur,3,140,11
1981,Faridpur,4,357,11
1981,Faridpur,5,263,11
1981,Faridpur,6,283,11
1981,Faridpur,7,422,11
1981,Faridpur,8,740,11
1981,Faridpur,9,199,11
1981,Faridpur,10,35,11
1981,Faridpur,11,0,11
1981,Faridpur,12,92,11
1981,Feni,1,0,12
1981,Feni,2,37,12
1981,Feni,3,72,12
1981,Feni,4,432,12
1981,Feni,5,580,12
1981,Feni,6,463,12
1981,Feni,7,1091,12
1981,Feni,8,371,12
1981,Feni,9,254,12
1981,Feni,10,10,12
1981,Feni,11,0,12
1981,Feni,12,13,12
1981,Ishurdi,1,30,14
1981,Ishurdi,2,81,14
1981,Ishurdi,3,64,14
1981,Ishurdi,4,360,14
1981,Ishurdi,5,323,14
1981,Ishurdi,6,223,14
1981,Ishurdi,7,478,14
1981,Ishurdi,8,211,14
1981,Ishurdi,9,423,14
1981,Ishurdi,10,0,14
1981,Ishurdi,11,0,14
1981,Ishurdi,12,48,14
1981,Jessore,1,8,15
1981,Jessore,2,108,15
1981,Jessore,3,45,15
1981,Jessore,4,292,15
1981,Jessore,5,234,15
1981,Jessore,6,124,15
1981,Jessore,7,377,15
1981,Jessore,8,292,15
1981,Jessore,9,251,15
1981,Jessore,10,0,15
1981,Jessore,11,0,15
1981,Jessore,12,148,15
1981,Khepupara,1,35,16
1981,Khepupara,2,13,16
1981,Khepupara,3,97,16
1981,Khepupara,4,179,16
1981,Khepupara,5,166,16
1981,Khepupara,6,397,16
1981,Khepupara,7,618,16
1981,Khepupara,8,326,16
1981,Khepupara,9,302,16
1981,Khepupara,10,24,16
1981,Khepupara,11,0,16
1981,Khepupara,12,12,16
1981,Khulna,1,23,17
1981,Khulna,2,42,17
1981,Khulna,3,220,17
1981,Khulna,4,347,17
1981,Khulna,5,236,17
1981,Khulna,6,227,17
1981,Khulna,7,425,17
1981,Khulna,8,268,17
1981,Khulna,9,188,17
1981,Khulna,10,29,17
1981,Khulna,11,0,17
1981,Khulna,12,65,17
1981,M.court,1,108,19
1981,M.court,2,4,19
1981,M.court,3,77,19
1981,M.court,4,265,19
1981,M.court,5,488,19
1981,M.court,6,529,19
1981,M.court,7,1043,19
1981,M.court,8,717,19
1981,M.court,9,328,19
1981,M.court,10,27,19
1981,M.court,11,0,19
1981,M.court,12,24,19
1981,Madaripur,1,56,20
1981,Madaripur,2,35,20
1981,Madaripur,3,142,20
1981,Madaripur,4,340,20
1981,Madaripur,5,294,20
1981,Madaripur,6,207,20
1981,Madaripur,7,434,20
1981,Madaripur,8,0,20
1981,Madaripur,9,0,20
1981,Madaripur,10,0,20
1981,Madaripur,11,0,20
1981,Madaripur,12,0,20
1981,Mymensingh,1,12,22
1981,Mymensingh,2,48,22
1981,Mymensingh,3,51,22
1981,Mymensingh,4,280,22
1981,Mymensingh,5,369,22
1981,Mymensingh,6,103,22
1981,Mymensingh,7,683,22
1981,Mymensingh,8,262,22
1981,Mymensingh,9,278,22
1981,Mymensingh,10,22,22
1981,Mymensingh,11,0,22
1981,Mymensingh,12,79,22
1981,Patuakhali,1,36,23
1981,Patuakhali,2,13,23
1981,Patuakhali,3,184,23
1981,Patuakhali,4,296,23
1981,Patuakhali,5,254,23
1981,Patuakhali,6,606,23
1981,Patuakhali,7,677,23
1981,Patuakhali,8,373,23
1981,Patuakhali,9,216,23
1981,Patuakhali,10,18,23
1981,Patuakhali,11,0,23
1981,Patuakhali,12,3,23
1981,Rajshahi,1,71,24
1981,Rajshahi,2,49,24
1981,Rajshahi,3,26,24
1981,Rajshahi,4,240,24
1981,Rajshahi,5,290,24
1981,Rajshahi,6,159,24
1981,Rajshahi,7,574,24
1981,Rajshahi,8,340,24
1981,Rajshahi,9,398,24
1981,Rajshahi,10,0,24
1981,Rajshahi,11,3,24
1981,Rajshahi,12,91,24
1981,Rangamati,1,0,25
1981,Rangamati,2,0,25
1981,Rangamati,3,0,25
1981,Rangamati,4,230,25
1981,Rangamati,5,344,25
1981,Rangamati,6,337,25
1981,Rangamati,7,262,25
1981,Rangamati,8,447,25
1981,Rangamati,9,371,25
1981,Rangamati,10,42,25
1981,Rangamati,11,24,25
1981,Rangamati,12,0,25
1981,Rangpur,1,20,26
1981,Rangpur,2,10,26
1981,Rangpur,3,13,26
1981,Rangpur,4,137,26
1981,Rangpur,5,432,26
1981,Rangpur,6,104,26
1981,Rangpur,7,0,26
1981,Rangpur,8,0,26
1981,Rangpur,9,0,26
1981,Rangpur,10,0,26
1981,Rangpur,11,0,26
1981,Rangpur,12,47,26
1981,Sandwip,1,42,27
1981,Sandwip,2,1,27
1981,Sandwip,3,143,27
1981,Sandwip,4,474,27
1981,Sandwip,5,325,27
1981,Sandwip,6,264,27
1981,Sandwip,7,917,27
1981,Sandwip,8,662,27
1981,Sandwip,9,537,27
1981,Sandwip,10,50,27
1981,Sandwip,11,0,27
1981,Sandwip,12,25,27
1981,Satkhira,1,31,28
1981,Satkhira,2,40,28
1981,Satkhira,3,120,28
1981,Satkhira,4,264,28
1981,Satkhira,5,180,28
1981,Satkhira,6,200,28
1981,Satkhira,7,570,28
1981,Satkhira,8,289,28
1981,Satkhira,9,273,28
1981,Satkhira,10,8,28
1981,Satkhira,11,0,28
1981,Satkhira,12,98,28
1981,Sitakunda,1,0,29
1981,Sitakunda,2,2,29
1981,Sitakunda,3,131,29
1981,Sitakunda,4,157,29
1981,Sitakunda,5,408,29
1981,Sitakunda,6,456,29
1981,Sitakunda,7,290,29
1981,Sitakunda,8,539,29
1981,Sitakunda,9,315,29
1981,Sitakunda,10,30,29
1981,Sitakunda,11,0,29
1981,Sitakunda,12,6,29
1981,Sylhet,1,21,31
1981,Sylhet,2,39,31
1981,Sylhet,3,109,31
1981,Sylhet,4,420,31
1981,Sylhet,5,1000,31
1981,Sylhet,6,351,31
1981,Sylhet,7,1113,31
1981,Sylhet,8,747,31
1981,Sylhet,9,464,31
1981,Sylhet,10,43,31
1981,Sylhet,11,0,31
1981,Sylhet,12,26,31
1981,Teknaf,1,15,33
1981,Teknaf,2,2,33
1981,Teknaf,3,23,33
1981,Teknaf,4,193,33
1981,Teknaf,5,259,33
1981,Teknaf,6,1127,33
1981,Teknaf,7,1204,33
1981,Teknaf,8,845,33
1981,Teknaf,9,473,33
1981,Teknaf,10,115,33
1981,Teknaf,11,81,33
1981,Teknaf,12,29,33
1982,Barisal,1,0,2
1982,Barisal,2,57,2
1982,Barisal,3,17,2
1982,Barisal,4,178,2
1982,Barisal,5,65,2
1982,Barisal,6,465,2
1982,Barisal,7,223,2
1982,Barisal,8,593,2
1982,Barisal,9,219,2
1982,Barisal,10,6,2
1982,Barisal,11,34,2
1982,Barisal,12,11,2
1982,Bhola,1,0,3
1982,Bhola,2,56,3
1982,Bhola,3,16,3
1982,Bhola,4,208,3
1982,Bhola,5,93,3
1982,Bhola,6,515,3
1982,Bhola,7,261,3
1982,Bhola,8,579,3
1982,Bhola,9,246,3
1982,Bhola,10,11,3
1982,Bhola,11,29,3
1982,Bhola,12,0,3
1982,Bogra,1,0,4
1982,Bogra,2,4,4
1982,Bogra,3,32,4
1982,Bogra,4,48,4
1982,Bogra,5,121,4
1982,Bogra,6,234,4
1982,Bogra,7,360,4
1982,Bogra,8,262,4
1982,Bogra,9,120,4
1982,Bogra,10,30,4
1982,Bogra,11,11,4
1982,Bogra,12,1,4
1982,Chandpur,1,0,5
1982,Chandpur,2,46,5
1982,Chandpur,3,36,5
1982,Chandpur,4,205,5
1982,Chandpur,5,161,5
1982,Chandpur,6,664,5
1982,Chandpur,7,815,5
1982,Chandpur,8,939,5
1982,Chandpur,9,250,5
1982,Chandpur,10,17,5
1982,Chandpur,11,83,5
1982,Chandpur,12,8,5
1982,Chittagong,1,0,6
1982,Chittagong,2,7,6
1982,Chittagong,3,53,6
1982,Chittagong,4,143,6
1982,Chittagong,5,44,6
1982,Chittagong,6,746,6
1982,Chittagong,7,475,6
1982,Chittagong,8,797,6
1982,Chittagong,9,401,6
1982,Chittagong,10,5,6
1982,Chittagong,11,43,6
1982,Chittagong,12,1,6
1982,Comilla,1,0,7
1982,Comilla,2,12,7
1982,Comilla,3,7,7
1982,Comilla,4,232,7
1982,Comilla,5,358,7
1982,Comilla,6,593,7
1982,Comilla,7,219,7
1982,Comilla,8,519,7
1982,Comilla,9,194,7
1982,Comilla,10,19,7
1982,Comilla,11,32,7
1982,Comilla,12,0,7
1982,CoxsBazar,1,0,8
1982,CoxsBazar,2,22,8
1982,CoxsBazar,3,13,8
1982,CoxsBazar,4,123,8
1982,CoxsBazar,5,26,8
1982,CoxsBazar,6,1199,8
1982,CoxsBazar,7,866,8
